20,9,45.0,11,55.00000000000001
20,3,15.0,17,85.0
20,2,10.0,18,90.0
20,2,10.0,18,90.0
20,1,5.0,19,95.0
20,2,10.0,18,90.0
20,2,10.0,18,90.0
20,4,20.0,16,80.0
20,2,10.0,18,90.0
20,4,20.0,16,80.0
20,0,0.0,20,100.0
20,3,15.0,17,85.0
20,3,15.0,17,85.0
20,6,30.0,14,70.0
20,2,10.0,18,90.0
20,2,10.0,18,90.0
20,1,5.0,19,95.0
20,4,20.0,16,80.0
20,2,10.0,18,90.0
20,4,20.0,16,80.0
20,1,5.0,19,95.0
20,4,20.0,16,80.0
20,2,10.0,18,90.0
20,5,25.0,15,75.0
20,3,15.0,17,85.0
20,0,0.0,20,100.0
20,6,30.0,14,70.0
20,5,25.0,15,75.0
20,5,25.0,15,75.0
20,5,25.0,15,75.0
20,5,25.0,15,75.0
20,1,5.0,19,95.0
20,4,20.0,16,80.0
20,1,5.0,19,95.0
20,5,25.0,15,75.0
20,3,15.0,17,85.0
20,2,10.0,18,90.0
20,4,20.0,16,80.0
20,6,30.0,14,70.0
20,2,10.0,18,90.0
20,4,20.0,16,80.0
20,4,20.0,16,80.0
20,0,0.0,20,100.0
20,2,10.0,18,90.0
20,4,20.0,16,80.0
20,1,5.0,19,95.0
20,3,15.0,17,85.0
20,4,20.0,16,80.0
20,6,30.0,14,70.0
20,2,10.0,18,90.0
20,6,30.0,14,70.0
20,5,25.0,15,75.0
20,0,0.0,20,100.0
20,5,25.0,15,75.0
20,3,15.0,17,85.0
20,5,25.0,15,75.0
20,8,40.0,12,60.0
20,2,10.0,18,90.0
20,5,25.0,15,75.0
20,2,10.0,18,90.0
20,2,10.0,18,90.0
20,4,20.0,16,80.0
20,6,30.0,14,70.0
20,5,25.0,15,75.0
20,6,30.0,14,70.0
20,4,20.0,16,80.0
20,3,15.0,17,85.0
20,4,20.0,16,80.0
20,6,30.0,14,70.0
20,3,15.0,17,85.0
20,1,5.0,19,95.0
20,2,10.0,18,90.0
20,3,15.0,17,85.0
20,1,5.0,19,95.0
20,4,20.0,16,80.0
20,6,30.0,14,70.0
20,6,30.0,14,70.0
20,2,10.0,18,90.0
20,2,10.0,18,90.0
20,4,20.0,16,80.0
20,5,25.0,15,75.0
20,3,15.0,17,85.0
20,3,15.0,17,85.0
20,4,20.0,16,80.0
20,4,20.0,16,80.0
20,7,35.0,13,65.0
20,4,20.0,16,80.0
20,3,15.0,17,85.0
20,5,25.0,15,75.0
20,5,25.0,15,75.0
20,4,20.0,16,80.0
20,3,15.0,17,85.0
20,3,15.0,17,85.0
20,4,20.0,16,80.0
20,3,15.0,17,85.0
20,3,15.0,17,85.0
20,4,20.0,16,80.0
20,6,30.0,14,70.0
20,2,10.0,18,90.0
20,4,20.0,16,80.0
20,2,10.0,18,90.0
20,4,20.0,16,80.0
20,3,15.0,17,85.0
20,4,20.0,16,80.0
20,7,35.0,13,65.0
20,2,10.0,18,90.0
20,4,20.0,16,80.0
20,5,25.0,15,75.0
20,5,25.0,15,75.0
20,3,15.0,17,85.0
20,8,40.0,12,60.0
20,4,20.0,16,80.0
